date,open,high,low,close,stock_num,vol
2025-03-10,1351.535,1349.001,1331.349,1343.459,105,1056222663
2025-03-07,1355.855,1356.437,1345.533,1351.535,105,1007908608
2025-03-06,1346.271,1369.261,1354.984,1355.855,105,1703963706
2025-03-05,1327.618,1366.92,1330.882,1346.271,105,1913127359
2025-03-04,1334.098,1340.752,1323.257,1327.618,105,1383491327
2025-03-03,1289.518,1342.15,1306.16,1334.098,105,2967979683
2025-02-28,1330.618,1320.497,1288.78,1289.518,105,2923006182
2025-02-27,1353.224,1352.865,1322.658,1330.618,105,2399359600
2025-02-26,1355.722,1365.635,1343.425,1353.224,105,2149318166
2025-02-25,1365.745,1374.384,1345.555,1355.722,105,1416811299
2025-02-24,1373.788,1378.319,1358.752,1365.745,105,869467358
2025-02-21,1370.79,1373.788,1360.083,1373.788,105,929473327
2025-02-20,1380.898,1385.863,1368.22,1370.79,105,1165272249
2025-02-19,1405.896,1410.196,1380.399,1380.898,105,2010974065
2025-02-18,1388.9,1411.759,1392.187,1405.896,105,1566155721
2025-02-17,1356.603,1388.9,1357.559,1388.9,105,1344882930
2025-02-14,1348.573,1361.657,1347.726,1356.603,105,2613806377
2025-02-13,1350.947,1353.547,1342.179,1348.573,105,1417728692
2025-02-12,1333.492,1350.947,1331.138,1350.947,105,1390983374
2025-02-11,1346.979,1346.801,1325.214,1333.492,105,1948590239
2025-02-10,1364.633,1363.854,1339.732,1346.979,105,1821662397
2025-02-07,1354.928,1364.633,1339.766,1364.633,105,1517472808
2025-02-06,1385.99,1385.334,1349.246,1354.928,105,2103922497
2025-02-05,1405.702,1403.256,1384.968,1385.99,105,1120565347
2025-02-04,1411.965,1419.0,1401.586,1405.702,105,1208184512
2025-02-03,1418.748,1417.186,1394.941,1411.965,105,1663038163
2025-01-31,1406.047,1426.959,1410.732,1418.748,105,1570304681
2025-01-30,1412.569,1413.316,1399.091,1406.047,105,1922037905
2025-01-24,1425.437,1431.94,1412.569,1412.569,105,1365505675
2025-01-23,1428.313,1461.411,1425.437,1425.437,105,1317078200
2025-01-22,1423.96,1435.733,1422.722,1428.313,105,1227848094
2025-01-21,1416.577,1430.31,1415.254,1423.96,105,1747112103
2025-01-20,1406.852,1417.31,1405.049,1416.577,105,1465924205
2025-01-17,1406.675,1416.16,1396.541,1406.852,105,1431308274
2025-01-16,1397.692,1422.67,1404.514,1406.675,105,1381466257
2025-01-15,1355.452,1397.692,1360.742,1397.692,105,1351559358
2025-01-14,1367.631,1374.759,1345.661,1355.452,105,1256281014
2025-01-13,1384.347,1381.748,1361.175,1367.631,105,1366058175
2025-01-10,1388.915,1397.409,1384.347,1384.347,105,1029987601
2025-01-09,1388.19,1393.399,1383.756,1388.915,105,1300534575
2025-01-08,1383.731,1394.978,1381.621,1388.19,105,2001938807
2025-01-07,1390.632,1389.957,1380.596,1383.731,104,1523566769
2025-01-06,1406.591,1409.997,1384.786,1390.632,104,978663734
2025-01-03,1413.508,1415.754,1399.182,1406.591,104,1012642531
2025-01-02,1392.581,1413.508,1393.882,1413.508,104,1040104840
2024-12-30,1396.546,1396.361,1380.519,1392.581,104,5368452472
2024-12-27,1397.567,1401.863,1389.982,1396.546,104,4680327228
2024-12-24,1402.138,1409.091,1396.08,1397.567,104,3917103000
2024-12-23,1382.148,1402.138,1387.952,1402.138,104,1940608047
2024-12-20,1381.394,1388.95,1372.472,1382.148,104,1594271540
2024-12-19,1407.248,1396.204,1378.833,1381.394,104,1607985876
2024-12-18,1414.895,1423.184,1400.76,1407.248,104,1590319825
2024-12-17,1437.338,1438.855,1410.938,1414.895,104,1385997521
2024-12-16,1443.279,1457.577,1428.739,1437.338,104,1451924406
2024-12-13,1457.288,1470.116,1443.279,1443.279,104,1196951016
2024-12-12,1478.087,1473.276,1456.056,1457.288,104,1691791827
2024-12-11,1478.798,1488.538,1475.69,1478.087,104,1112559703
2024-12-10,1478.015,1478.798,1465.6,1478.798,104,1906930732
