date,open,high,low,close,stock_num,vol
2021-01-25,735.087,745.329,718.097,745.329,122,1422852775
2021-01-26,745.329,745.702,726.702,730.265,122,1491138835
2021-01-27,730.265,727.315,707.746,725.527,122,1363918828
2021-01-28,725.527,720.867,705.486,710.568,122,1220594669
2021-01-29,710.568,719.988,705.242,714.858,122,1685447344
2021-02-01,714.858,726.969,710.658,726.969,123,1999635691
2021-02-02,726.969,734.421,720.73,723.542,123,1425511305
2021-02-03,723.542,733.628,721.031,731.294,123,2108485066
2021-02-04,731.294,736.604,723.923,730.62,123,1054446390
2021-02-05,730.62,736.407,727.894,734.833,123,1155040715
2021-02-08,734.833,742.51,736.244,739.582,123,1830721907
2021-02-09,739.582,744.128,729.479,732.219,123,1454855379
2021-02-10,732.219,734.117,726.084,731.287,123,1112919112
2021-02-11,731.287,731.405,725.855,730.529,123,1960104201
2021-02-15,730.529,747.701,731.994,747.426,123,1877550735
2021-02-16,747.426,755.914,748.211,751.448,123,2283863404
2021-02-17,751.448,760.582,737.567,746.391,123,1866118725
2021-02-18,746.391,747.692,739.968,740.382,123,3467953021
2021-02-19,740.382,741.137,727.158,733.267,123,1700535666
2021-02-22,733.267,744.968,732.42,744.625,123,2234217580
2021-02-23,744.625,747.656,740.006,746.119,123,1229715040
2021-02-24,746.119,747.648,737.455,739.892,123,2470217114
2021-02-25,739.892,744.476,740.458,741.657,123,4335617106
2021-02-26,741.657,746.167,733.848,740.831,123,2313960777
2021-03-01,740.831,747.184,740.931,745.434,123,1417333699
2021-03-02,745.434,750.407,741.792,746.159,123,2461949648
2021-03-03,746.159,754.379,742.648,752.662,123,1623263900
2021-03-04,752.662,753.489,742.66,747.703,123,1731841000
2021-03-05,747.703,749.177,741.65,747.436,123,1274953108
2021-03-08,747.436,752.641,742.744,745.83,123,2163817814
2021-03-09,745.83,748.883,738.948,742.246,123,2377308180
2021-03-10,742.246,747.476,740.962,742.351,123,1930295624
2021-03-12,742.351,749.098,743.22,747.093,123,2377727490
2021-03-15,747.093,751.158,746.698,748.768,123,1682498062
2021-03-16,748.768,754.147,746.61,754.147,123,4028527408
2021-03-17,754.147,756.375,748.899,752.356,123,3269933376
2021-03-18,752.356,756.244,749.39,754.658,123,2218980024
2021-03-19,754.658,755.874,750.525,752.531,123,1957337825
2021-03-22,752.531,757.379,751.437,753.542,123,1464126928
2021-03-23,753.542,759.736,747.239,747.239,123,2442577582
2021-03-24,747.239,747.446,734.295,735.975,123,1879999050
2021-03-25,735.975,736.691,721.485,728.701,123,3299447415
2021-03-26,728.701,736.111,728.115,736.111,123,1698880616
2021-03-29,736.111,742.613,736.525,738.846,124,2136573241
2021-03-30,738.846,740.573,727.267,730.667,124,2115571460
2021-03-31,730.667,731.207,713.995,721.134,124,2637129835
2021-04-01,721.134,727.194,718.653,724.941,124,2498739969
2021-04-05,724.941,731.512,725.57,731.512,124,3346090827
2021-04-06,731.512,736.062,729.02,735.538,124,3152515588
2021-04-07,735.538,740.215,732.389,739.282,124,3433882490
2021-04-08,739.282,741.48,737.156,740.229,124,2040405414
2021-04-09,740.229,742.681,736.402,739.168,124,2534682490
2021-04-12,739.168,742.619,722.812,725.928,124,2860892610
2021-04-13,725.928,726.609,717.487,723.424,124,2327915003
2021-04-14,723.424,734.998,721.266,734.146,124,3480532259
2021-04-15,734.146,741.378,730.28,740.16,124,3249963244
2021-04-16,740.16,748.369,738.28,747.858,124,2455273232
2021-04-19,747.858,751.677,740.18,742.472,124,2612487100
2021-04-20,742.472,744.656,739.118,744.656,124,1549523600
2021-04-21,744.656,745.607,738.931,742.839,124,2790920280
2021-04-22,742.839,745.082,737.941,740.776,124,2306249551
2021-04-23,740.776,751.793,739.628,748.438,124,2407593776
2021-04-26,748.438,751.307,742.917,747.066,124,2793467608
2021-04-27,747.066,748.99,738.507,740.793,124,1997888966
2021-04-28,740.793,742.776,737.878,741.242,124,1782221311
2021-04-29,741.242,751.103,742.233,751.103,124,1975211192
2021-04-30,751.103,753.475,745.175,747.844,124,2433220073
2021-05-03,747.844,749.348,740.761,742.501,124,2911485873
2021-05-04,742.501,743.507,736.387,737.508,124,1683703683
2021-05-05,737.508,741.529,737.347,739.194,124,1941820166
2021-05-06,739.194,740.711,735.833,737.279,124,1488427935
2021-05-07,737.279,739.284,730.527,731.574,124,1658955069
2021-05-10,731.574,736.56,731.574,736.236,124,1486111316
2021-05-11,736.236,737.48,731.631,733.011,124,1953160788
2021-05-17,733.011,735.291,723.081,723.597,124,1966747664
2021-05-18,723.597,726.723,720.653,725.84,124,1816118000
2021-05-19,725.84,727.577,721.754,725.878,124,1442786678
2021-05-20,725.878,729.344,722.291,727.314,124,1850317742
2021-05-21,727.314,732.081,723.339,725.323,124,1370028151
2021-05-22,725.323,730.226,725.187,730.056,124,2205704815
2021-05-24,725.323,728.023,719.658,724.669,124,1573438268
2021-05-25,724.669,734.292,724.459,727.98,124,5568748800
2021-05-27,727.98,736.527,727.679,730.765,124,2646739737
2021-05-28,730.765,738.178,731.466,734.825,124,1958476335
2021-05-31,734.825,741.384,735.177,740.319,124,2169854929
2021-06-02,740.319,750.321,741.656,748.276,124,3086829588
2021-06-03,748.276,755.087,747.406,753.341,124,2613724163
2021-06-04,753.341,756.897,749.311,750.855,124,2051549805
2021-06-07,750.855,767.809,749.169,766.897,124,4705206256
2021-06-08,766.897,769.154,754.406,755.163,124,4735475200
2021-06-09,755.163,756.752,747.972,751.337,124,2653957187
2021-06-10,751.337,773.392,751.185,758.343,124,5783848981
2021-06-11,758.343,764.174,756.716,758.644,124,3077888490
2021-06-14,758.644,762.267,751.984,753.605,124,2020767900
2021-06-15,753.605,754.302,746.191,750.293,124,1966985077
2021-06-16,750.293,754.148,744.308,750.158,124,2496100288
2021-06-17,750.158,755.08,746.534,748.08,124,2958347735
2021-06-18,748.08,750.567,730.387,735.95,124,1975687972
2021-06-21,735.95,735.935,721.903,734.223,124,2461721480
2021-06-22,734.223,741.597,735.635,740.124,124,1872337894
2021-06-23,740.124,743.948,735.323,735.323,124,2094701445
2021-06-24,735.323,739.141,734.08,738.808,124,1648033683
2021-06-25,738.808,749.745,738.669,745.849,124,2492749988
2021-06-28,745.849,752.976,733.744,736.653,124,2256561871
2021-06-29,736.653,745.158,728.591,732.334,124,2547240861
2021-06-30,732.334,741.961,731.867,740.425,124,3083423892
2021-07-01,740.425,751.804,740.532,749.423,124,2173053922
2021-07-02,749.423,763.361,750.197,762.56,124,2548963666
2021-07-05,762.56,772.326,762.597,767.912,124,1864198500
2021-07-06,767.912,785.713,768.222,785.713,124,1948764220
2021-07-07,785.713,793.489,784.225,793.1,124,2030406241
2021-07-08,793.1,801.193,788.022,791.654,124,2156182512
2021-07-09,791.654,793.3,782.584,784.003,124,1312170739
2021-07-12,784.003,786.603,775.756,777.282,124,2797147948
2021-07-13,777.282,779.598,766.273,767.313,124,2082743534
2021-07-14,767.313,771.531,757.231,759.256,124,1658012496
2021-07-15,759.256,766.38,757.912,763.407,124,1885729510
2021-07-16,763.407,766.488,757.782,760.897,124,1656229532
2021-07-19,760.897,765.101,753.251,753.992,124,2036219680
2021-07-21,753.992,762.779,750.611,762.779,124,2129987780
2021-07-22,762.779,775.456,762.959,775.456,124,2111285970
2021-07-23,775.456,786.479,774.107,785.305,124,1667510202
2021-07-26,785.305,798.648,779.724,797.463,124,2370746406
2021-07-27,797.463,803.31,791.755,793.784,124,3185733022
2021-07-28,793.784,802.393,793.063,799.012,124,2148224979
2021-07-29,799.012,808.408,797.917,801.042,124,1331857916
2021-07-30,801.042,806.558,793.944,801.199,124,1687192520
2021-08-02,801.199,805.536,792.594,798.42,124,1428646622
2021-08-03,798.42,807.684,796.825,800.225,124,2614873600
2021-08-04,800.225,806.797,796.255,799.343,124,2080628623
2021-08-05,799.343,801.719,783.725,788.127,124,2379652870
2021-08-06,788.127,794.563,786.429,791.277,124,2569341515
2021-08-09,791.277,803.774,788.944,796.881,124,3088452494
2021-08-10,796.881,804.853,786.876,804.853,124,1709021375
2021-08-12,804.853,820.478,802.377,819.263,124,1958756660
2021-08-13,819.263,821.64,805.115,805.634,124,1678457967
2021-08-16,805.634,808.639,794.853,799.81,124,2501698648
2021-08-18,799.81,803.511,787.131,790.938,124,2242471475
2021-08-19,790.938,793.868,781.659,782.787,124,1975387974
2021-08-20,782.787,792.236,776.28,792.236,124,2472539347
2021-08-23,792.236,808.517,788.794,805.421,124,1968708000
2021-08-24,805.421,818.979,798.279,804.614,124,2783692100
2021-08-25,804.614,813.768,801.1,803.236,124,2841892976
2021-08-26,803.236,807.584,792.601,798.437,124,1975049060
2021-08-27,798.437,804.734,791.484,793.873,124,2345692800
2021-08-30,793.873,803.47,794.203,802.512,124,2107947837
2021-08-31,802.512,808.228,799.518,806.544,124,2979496523
2021-09-01,806.544,809.252,800.274,802.724,124,2286034609
2021-09-02,802.724,811.417,787.997,790.315,124,1879593122
2021-09-03,790.315,792.664,788.523,791.564,124,1811163571
2021-09-06,791.564,797.642,790.462,797.642,124,1848312091
2021-09-07,797.642,800.191,792.395,798.419,124,1909070081
2021-09-08,798.419,803.182,787.715,788.341,124,2261460873
2021-09-09,788.341,792.268,775.664,783.109,124,2197319931
2021-09-10,783.109,785.75,779.329,781.06,124,1919462464
2021-09-13,781.06,789.927,778.379,789.927,124,2228939500
2021-09-14,789.927,796.543,789.904,794.714,124,2369706121
2021-09-15,794.714,796.978,790.281,792.688,124,2507417397
2021-09-16,792.688,796.825,787.763,788.268,124,2610252060
2021-09-17,788.268,794.522,787.38,794.522,124,4855491981
2021-09-20,794.522,795.022,781.059,786.257,124,2769624014
2021-09-21,786.257,802.366,778.145,797.72,124,2815554200
2021-09-22,797.72,809.255,796.001,799.138,124,2396387048
2021-09-23,799.138,808.112,799.113,808.112,124,2649735422
2021-09-24,808.112,821.427,797.262,821.427,124,1799660650
2021-09-27,821.427,845.543,818.431,826.211,124,2243310359
2021-09-28,826.211,851.382,818.77,842.696,124,1750604783
2021-09-29,842.696,864.131,841.283,852.542,124,1701962041
2021-09-30,852.542,862.289,850.922,855.047,124,2530032104
2021-10-01,855.047,854.928,839.063,840.76,124,1803753590
2021-10-04,840.76,843.783,834.254,842.326,124,2502452077
2021-10-05,842.326,844.005,829.768,835.008,124,2960724294
2021-10-06,835.008,840.568,828.981,836.638,124,2419769160
2021-10-07,836.638,858.175,828.212,852.373,124,2458680000
2021-10-08,852.373,858.497,843.048,848.324,124,2424298534
2021-10-11,848.324,850.824,834.163,835.603,124,2101578515
2021-10-12,835.603,840.097,832.792,836.261,124,2821044749
2021-10-13,836.261,839.415,829.659,830.177,124,1408734406
2021-10-14,830.177,839.32,828.568,838.957,124,1565407629
2021-10-15,838.957,844.409,832.074,837.548,124,3370998000
2021-10-18,837.548,844.508,836.167,840.276,124,2368510083
2021-10-19,840.276,858.673,839.388,847.856,124,3853695736
2021-10-21,847.856,855.324,845.484,853.977,124,3742545733
2021-10-22,853.977,856.376,847.749,851.225,124,2719707301
2021-10-25,851.225,854.199,844.516,844.516,124,1482089592
2021-10-26,844.516,847.425,838.59,842.589,124,1872352302
2021-10-27,842.589,852.491,836.485,850.371,124,2348973195
2021-10-28,850.371,855.237,841.097,848.962,124,1892995185
2021-10-29,848.962,854.322,846.403,852.019,124,1732024905
2021-11-01,852.019,872.145,852.217,862.651,124,1662414224
2021-11-02,862.651,868.312,849.104,854.746,124,2058053211
2021-11-03,854.746,861.742,851.214,856.234,124,2513509892
2021-11-04,856.234,866.113,855.665,862.9,124,1606757242
2021-11-05,862.9,865.612,856.158,860.739,124,1604004990
2021-11-08,860.739,874.369,860.739,871.949,124,1418763320
2021-11-09,871.949,876.063,867.987,876.063,124,1560668156
2021-11-10,876.063,882.71,873.247,878.624,124,1441447130
2021-11-11,878.624,882.733,875.474,876.342,124,1738463524
2021-11-12,876.342,878.671,863.802,866.7,124,1503392735
2021-11-15,866.7,875.775,863.389,869.795,124,1321132989
2021-11-16,869.795,872.337,862.515,868.332,124,1942060978
2021-11-17,868.332,870.314,863.276,866.181,124,1649848942
2021-11-18,866.181,874.201,863.482,869.278,124,1659625700
2021-11-19,869.278,876.162,868.896,874.199,124,1423249403
2021-11-22,874.199,880.275,868.551,869.705,124,1732776399
2021-11-23,869.705,871.67,863.923,866.982,124,1838350885
2021-11-24,866.982,869.957,865.024,869.763,124,3103701411
2021-11-25,869.763,878.995,865.274,868.201,125,2005592711
2021-11-26,868.201,869.858,847.06,850.614,125,2165065015
2021-11-29,850.614,849.171,838.706,842.472,125,1663653891
2021-11-30,842.472,848.471,830.009,833.178,125,1793788589
2021-12-01,833.178,838.564,823.706,826.797,125,1622603809
2021-12-02,826.797,832.568,823.199,832.338,125,1534739589
2021-12-03,832.338,841.062,833.058,839.673,125,2962830667
2021-12-06,839.673,842.592,835.875,838.51,125,2867854566
2021-12-07,838.51,853.487,839.292,851.324,125,1976627882
2021-12-08,851.324,856.36,845.517,848.79,125,1253191081
2021-12-09,848.79,865.406,849.076,865.406,125,1903199986
2021-12-10,865.406,887.705,865.812,884.171,125,1536651182
2021-12-13,884.171,905.553,880.305,905.401,125,1202899215
2021-12-14,905.401,913.858,890.241,898.978,125,1340451451
2021-12-15,898.978,905.957,893.141,902.261,125,2236698419
2021-12-16,902.261,908.121,883.287,891.844,125,3667722949
2021-12-17,891.844,894.492,878.387,879.551,125,3233640518
2021-12-20,879.551,879.79,864.962,866.5,126,2299646466
2021-12-21,866.5,874.889,861.494,867.093,126,1828031935
2021-12-22,867.093,882.684,865.162,874.043,126,2313510798
2021-12-23,874.043,883.044,871.876,883.044,126,3884318223
2021-12-24,883.044,902.503,883.482,902.503,126,3303863638
2021-12-27,902.503,911.969,894.682,896.095,126,2043435542
2021-12-28,896.095,901.026,884.499,885.96,126,2200350468
2021-12-29,885.96,901.028,886.072,899.827,126,2128386820
2021-12-30,899.827,903.106,889.333,900.421,126,2567965423
2022-01-03,900.421,903.344,892.945,896.7,126,1927774596
2022-01-04,896.7,897.715,889.75,894.157,126,2072081484
2022-01-05,894.157,896.341,877.694,881.078,126,1883664394
2022-01-06,881.078,880.84,865.437,869.71,126,2214604336
2022-01-07,869.71,870.581,860.152,861.483,126,1698048030
2022-01-10,861.483,861.483,848.626,850.337,126,1700334468
2022-01-11,850.337,850.718,842.018,842.498,126,1927153156
2022-01-12,842.498,847.023,839.567,842.612,126,1704620731
2022-01-13,842.612,846.051,834.275,840.142,126,1472919209
2022-01-14,840.142,853.366,837.066,853.366,126,1829958521
2022-01-17,853.366,858.369,843.502,847.391,126,1439231146
2022-01-18,847.391,848.874,836.725,844.344,126,2631531109
2022-01-19,844.344,848.179,840.683,844.893,126,1206657608
2022-01-20,844.893,853.132,844.168,850.638,126,1505944931
2022-01-21,850.638,858.482,849.987,857.698,126,2430078203
2022-01-24,857.698,862.94,849.808,853.343,126,2600279449
2022-01-25,853.343,855.917,835.834,847.289,127,3504300578
2022-01-26,847.289,857.137,847.249,857.137,128,6149986677
2022-01-27,857.137,861.909,854.158,857.836,128,3845878111
2022-01-28,857.836,872.433,858.304,870.035,129,4726634693
2022-01-31,870.035,887.733,870.266,886.047,129,5026407111
2022-02-02,886.047,911.272,886.515,908.162,129,4264023677
2022-02-03,908.162,917.453,894.765,899.165,129,4230404073
2022-02-04,899.165,923.769,895.52,923.458,129,2749005465
2022-02-07,923.458,950.756,921.015,949.608,129,4509723209
2022-02-08,949.608,961.524,935.171,945.759,130,4958336969
2022-02-09,945.759,946.837,935.423,937.075,130,3770099300
2022-02-10,937.075,945.6,931.89,933.539,130,5650891592
2022-02-11,933.539,951.883,930.672,933.571,130,3787304916
2022-02-14,933.571,941.229,925.607,926.43,130,2734489478
2022-02-15,926.43,941.588,923.526,932.04,130,3830381300
2022-02-16,932.04,964.77,930.091,964.77,130,4216342093
2022-02-17,964.77,981.407,961.136,970.28,130,4838428280
2022-02-18,970.28,985.76,963.504,977.85,130,6009357300
2022-02-21,977.85,984.45,973.59,978.201,130,5317806921
2022-02-22,978.201,983.762,955.562,965.373,130,4120210549
2022-02-23,965.373,971.309,951.851,962.602,130,2806088808
2022-02-24,962.602,964.594,926.286,940.972,130,3542557068
2022-02-25,940.972,947.211,932.783,940.692,130,3983146276
2022-03-01,940.692,949.277,936.088,940.791,130,2696498649
2022-03-02,940.791,943.875,922.387,928.057,130,2988968522
2022-03-04,928.057,934.372,919.301,921.672,130,2273225759
2022-03-07,921.672,922.242,908.459,915.954,130,3888677800
2022-03-08,915.954,919.18,899.166,901.689,130,3687736492
2022-03-09,901.689,911.993,899.347,909.335,130,3994146900
2022-03-10,909.335,938.904,909.587,938.856,130,2455800514
2022-03-11,938.856,945.758,929.704,937.667,130,2851891284
2022-03-14,937.667,954.815,936.122,942.171,130,3417259052
2022-03-15,942.171,945.688,927.864,929.699,130,2496360398
2022-03-16,929.699,938.975,927.872,931.35,130,2958790972
2022-03-17,931.35,945.73,931.401,935.922,130,1678400589
2022-03-18,935.922,944.388,933.621,938.95,130,2588742012
2022-03-21,938.95,949.73,938.762,944.709,131,3145893704
2022-03-22,944.709,952.915,943.309,950.994,131,2531966436
2022-03-23,950.994,955.267,949.249,953.844,131,3149678900
2022-03-24,953.844,960.312,949.558,954.267,131,4504720460
2022-03-25,954.267,958.642,941.585,948.482,131,2775171556
2022-03-28,948.482,954.217,943.347,950.301,131,1499437315
2022-03-29,950.301,955.262,948.949,952.854,131,1862363273
2022-03-30,952.854,957.222,944.51,950.82,131,2325310400
2022-03-31,950.82,954.902,944.332,952.434,131,1748691438
2022-04-01,952.434,954.979,946.493,946.493,130,1612188941
2022-04-04,946.493,951.919,944.234,948.133,130,1774370069
2022-04-05,948.133,953.762,946.548,948.055,130,2188860800
2022-04-06,948.055,949.581,937.802,941.114,130,4510308875
2022-04-07,941.114,946.277,938.666,944.083,130,2406341950
